instant_x,dteday_x,season_x,yr_x,mnth_x,hr_x,holiday_x,weekday_x,weathersit_x,temp_x,Unnamed: 0,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt,instant_y,dteday_y,season_y,yr_y,mnth_y,hr_y,holiday_y,weekday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
355,2011-01-16 00:00:00,1,0,1,6,FALSE,0,2,0.26,354,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
378,2011-01-17 00:00:00,1,0,1,5,TRUE,1,2,0.18,377,0.197,0.43,0.1642,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
435,2011-01-20 00:00:00,1,0,1,3,FALSE,4,1,0.26,434,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
436,2011-01-20 00:00:00,1,0,1,4,FALSE,4,1,0.26,435,0.2576,0.56,0.1642,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
459,2011-01-21 00:00:00,1,0,1,3,FALSE,5,3,0.22,458,0.2121,0.8,0.2985,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
460,2011-01-21 00:00:00,1,0,1,4,FALSE,5,2,0.22,459,0.2576,0.87,0.0896,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
508,2011-01-23 00:00:00,1,0,1,6,FALSE,0,2,0.04,507,0.0758,0.57,0.1045,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
527,2011-01-24 00:00:00,1,0,1,1,FALSE,1,1,0.04,526,0.0455,0.45,0.194,1970-01-01 00:00:00,1,1,951,2011-02-12 00:00:00,1,0,2,5,FALSE,6,1,0.12,0.1667,0.74,0.0896,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,646,2011-01-30 00:00:00,1,0,1,4,FALSE,0,1,0.14,0.2121,0.93,0,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,667,2011-01-31 00:00:00,1,0,1,2,FALSE,1,1,0.22,0.2273,0.64,0.194,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,715,2011-02-02 00:00:00,1,0,2,3,FALSE,3,3,0.22,0.2273,0.93,0.1343,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,716,2011-02-02 00:00:00,1,0,2,4,FALSE,3,3,0.22,0.2121,0.93,0.2836,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,739,2011-02-03 00:00:00,1,0,2,3,FALSE,4,1,0.18,0.1667,0.43,0.2537,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,761,2011-02-04 00:00:00,1,0,2,2,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,762,2011-02-04 00:00:00,1,0,2,3,FALSE,5,2,0.14,0.1667,0.63,0.1045,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,811,2011-02-06 00:00:00,1,0,2,5,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,812,2011-02-06 00:00:00,1,0,2,6,FALSE,0,1,0.26,0.2576,0.6,0.2239,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,833,2011-02-07 00:00:00,1,0,2,3,FALSE,1,1,0.2,0.2576,0.86,0,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,857,2011-02-08 00:00:00,1,0,2,3,FALSE,2,3,0.28,0.2727,0.93,0.1642,0,1
528,2011-01-24 00:00:00,1,0,1,3,FALSE,1,1,0.04,527,0.0303,0.45,0.2537,1970-01-01 00:00:00,1,1,904,2011-02-10 00:00:00,1,0,2,4,FALSE,4,2,0.14,0.1364,0.59,0.2239,0,1
